track_id,track_name,artists,track_genre,danceability,energy,acousticness,instrumentalness,valence,tempo,popularity
4atXnrsTrNuKSi7DMU5wdY,True Rebel,Nitrogenetics,happy,0.539,0.985,0.00857,0.12,0.127,162.065,18
4uVz63luo9MJ4aFSLuW9sz,Right in Front of Your Eyes,Amy Spanger;Matthew Saldívar,show-tunes,0.598,0.598,0.135,7.27e-05,0.82,145.664,27
2O3l4X1yTua8oMMCtazkyo,The Happiest Days of Our Lives,Pink Floyd,psych-rock,0.74,0.231,0.551,0.747,0.546,103.994,59
2WeH8E3AcxhxJ6JzVfAPNm,006 B2,ONYVAA,detroit-techno,0.66,0.698,0.00711,0.885,0.0984,129.016,9
1wPZSxai0IQWb3eB0iabbH,Holy Shit,Owl Vision,club,0.638,0.915,0.00031,0.754,0.132,109.01,44
0sf1u8LA2LOpKMJtlatP6g,Dear Brother,Hank Williams;Drifting Cowboys,honky-tonk,0.512,0.357,0.887,0.0,0.297,110.88,14
0K9Xk9AKGtvjXn063Ok6Eg,Riot In Cell Block Number Nine,Wanda Jackson,rockabilly,0.565,0.707,0.753,0.000185,0.75,127.476,25
0puCOCSanni13tgXPVq192,Ode To My Family,The Cranberries,rock,0.365,0.517,0.0622,0.0,0.0777,93.862,1
1bkixKBIn6QVOMUPgwm2QF,Your Girlfriend's Head,Zombina & The Skeletones,goth,0.333,0.899,2.03e-05,0.000268,0.641,102.34,21
66StBiNf3hpDuwsm1UtyLx,Bugatti,Serge Legran,groove,0.776,0.811,0.349,0.346,0.408,110.093,42
3U4FsGcEbM7eOk8kvIIwVY,The Christmas Song (Merry Christmas To You),Nat King Cole,jazz,0.32,0.21,0.92,8.01e-05,0.208,73.196,0
0y5ZLV36KZq52ZGfkEgkcA,Akiliz - Remix,DJ Noiz;Bina Butta,dub,0.857,0.491,0.182,0.0,0.43,103.993,43
2RxVyU62OqPMIzvSJruNyL,Romance Anónimo,Narciso Yepes,guitar,0.521,0.226,0.99,0.844,0.263,106.783,43
2QuOheWJqShIBIYC1ZCcFu,The Right Time - Remaster 2005,Hoodoo Gurus,power-pop,0.412,0.998,0.00162,0.00158,0.31,165.509,32
1jJMmAIjtQCJKIVeUeHEVH,Mi Castillo de Blanca Arena Con Vista al Mar - Gary González,31 Minutos,ska,0.555,0.776,0.776,0.0127,0.723,135.088,38
4QYV42XR08VCKSkBOjnlUe,If Everyone Cared,Nickelback,grunge,0.519,0.85,0.000246,0.014,0.211,132.022,55
7doebiokA0utWXWcw7rD82,Baarishon Mein,Darshan Raval,pop,0.352,0.34,0.898,3.3e-06,0.314,179.865,69
0pU3BtslOPzQIhwgdZMd8O,Lay It On Me Baby,Nick Lowe,power-pop,0.592,0.597,0.163,2.78e-05,0.844,119.363,21
0bTLGlCqwZXwJGWGE2Dywg,Drain You,Nirvana,grunge,0.325,0.929,0.000129,2.22e-06,0.198,133.358,61
1vCZDcHV3VaL14O01iUQVQ,UNHALLØWED,Machine Head,groove,0.511,0.978,0.000185,0.000893,0.233,115.046,56
3IuTraprrDiCiGJ7tiGpGu,My Hope Is in You,Aaron Shust,world-music,0.434,0.873,0.0234,0.0,0.365,150.077,48
2cMPBRVDmZL48phGwYWXPE,Лирика,Sektor Gaza,punk-rock,0.539,0.478,0.0661,3.11e-06,0.386,149.108,51
1ygF2oxp5bjMQctM7c3kxS,colors of a night,Antennaah,study,0.788,0.432,0.387,0.734,0.349,123.913,45
5ER73exV0Vqu56UxMe8PGt,Escalate - HAAi Remix,Ben Böhmer;JONAH;HAAi,house,0.529,0.974,0.000421,0.947,0.535,135.0,2
1QJsh2kVaZRW765ydUKMhN,Must Be Love (feat. Celina Sharma),Blinkie;Celina Sharma,groove,0.617,0.821,0.00537,0.0211,0.591,125.943,41
6fkjiRiUOO5UTUC5hPwqcB,Roots Dance,Chimarruts,brazil,0.828,0.778,0.13,3.82e-05,0.888,79.531,43
1RtDOgXYOrME0SIl4vjUi6,Say More,Moonbootica,minimal-techno,0.8,0.841,6.71e-05,0.564,0.763,124.003,32
1kUyRmkOjUZYkmxB1CC801,Twinkle Twinkle Little Star (Lullaby),Listener Kids,children,0.602,0.0675,0.983,0.677,0.137,70.015,39
37Ex1AZEE0TEZ1K12eUk5G,Give U Love,Ransom,hardstyle,0.463,0.907,0.00291,0.000943,0.118,152.033,25
1aC5yJ8CQPAvIDMiAf2kfF,Eskidendi O,Kamuran Akkor,psych-rock,0.379,0.599,0.488,2.1e-05,0.459,155.163,29
5klQNwm8fCDGGBJwESWFT5,Could This Be Real (Extended Mix),Sub Focus,drum-and-bass,0.705,0.793,0.00336,0.205,0.539,125.01,17
50CumCDAfvKZj9T1qqTWPH,Beto Lava Platos,No Tiene La Vaca,ska,0.516,0.921,0.0758,0.000906,0.879,169.635,35
725QAOexNLmGZiFMN7U8pF,Dumb,Nirvana,grunge,0.69,0.542,0.567,0.000779,0.673,109.449,58
7hn8Q8WAxFdL4aZ159GI7C,A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri;Steve Kazee,rock,0.272,0.281,0.618,0.0,0.152,138.856,65
3tZXR1QTZihYHLIdByiNh3,Box in a Heart (with renforshort),The Maine;renforshort,punk-rock,0.594,0.468,0.168,0.00113,0.299,94.14,59
5aHZnvy8EqhViyoJo971Wy,Amen,for KING & COUNTRY,world-music,0.64,0.469,0.00758,0.000453,0.305,90.001,55
3hF9qaRKobDwHSMoOkQPWi,Can U Dig It?,Pop Will Eat Itself,industrial,0.654,0.82,0.0012,2.07e-06,0.671,129.007,24
35abva2BFuFolO8sXCRHaX,No Difference,Everything But The Girl,trip-hop,0.497,0.839,0.05,0.000284,0.517,180.056,18
4AHe46XPJyR6wt4jngb75M,Old Heart Falls,Katatonia,goth,0.285,0.533,0.00495,0.0364,0.197,140.069,45
07FrAYhbINYe2oLnpLAtjm,Sandunguera - Por Encima del Nivel (En Directo) - Remasterizado,Juan Formell;Los Van Van,salsa,0.51,0.776,0.508,0.00106,0.894,93.282,28
7mjSHL2Eb0kAwiKbvNNyD9,Wild World,Yusuf / Cat Stevens,british,0.48,0.542,0.345,0.000609,0.567,152.853,77
2BEcap3xJtmiPaHKyfQi4e,Nostálgico,Rvssian;Rauw Alejandro;Chris Brown,latin,0.734,0.846,0.166,1.74e-06,0.604,98.026,80
6u2DMKOq3A57msjbMPjZhF,Little Things,ABBA,swedish,0.647,0.165,0.894,0.00187,0.59,75.978,0
63vwFiYW1mkStNOmTVOlMS,"Che Papusa, Oí!... (with Orquesta Tipica Porteña)",Roberto Goyeneche;Orquesta Típica Porteña,tango,0.504,0.524,0.821,4.24e-06,0.764,111.388,17
2AQrJrVe2pIBZ1S3aGESEx,Wornout,Traitors,death-metal,0.49,0.981,4.25e-05,0.732,0.242,130.027,22
6CDMcrebvE7J0fEzgyQYJy,Creepy Smile,Keith Alberstadt,comedy,0.524,0.756,0.82,2.92e-06,0.383,89.874,21
7pjj6hVH1uh9Mf6rQ6QO0O,En Kungens Man,Hjalle & Heavy,punk,0.547,0.898,0.049,0.0,0.647,95.612,38
4OYhOYnrwWDNlOByAdPAHM,Warrior's Dance,The Prodigy,breakbeat,0.579,0.989,0.0128,0.794,0.0759,137.015,52
3NcOlyaj8fEPbVfvNOKeaD,Two Dots,Lusine,idm,0.709,0.661,0.608,0.711,0.608,119.984,43
0pp7ZaS8BM0t3iB3DzioJ0,Bad Ass Bitches,Wiz Khalifa,dance,0.904,0.601,0.0305,0.0,0.761,87.037,0
0wLyfz8brTiQayMxdStnx4,Elokuutio,Stam1na,heavy-metal,0.47,0.993,9.51e-06,0.0255,0.253,134.964,25
5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,Green Day,punk,0.496,0.682,0.00552,2.94e-05,0.474,167.06,77
3BgDOvuTSCBzAMexFcI5rg,Do Mato pro Mundo,Luan Pereira,sertanejo,0.477,0.857,0.559,2.91e-06,0.558,158.016,55
1IOKIOnUJnnjZSutpirvIl,Jamaica Jamaica,Busy Signal,j-dance,0.714,0.803,0.103,0.0,0.859,168.04,46
5le94AmYDEMG15R5iRfgxJ,Ala Delta,Divididos,alt-rock,0.555,0.622,0.00208,0.162,0.734,156.415,0
1P0ooWu6ITsbPpJ7B51bYq,I Do,boom boom kid,punk-rock,0.383,0.599,0.197,0.0,0.419,163.172,38
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,rock,0.672,0.655,0.0362,0.0,0.556,134.945,81
063WxqGkf9CzQ4Ug4hipaR,Lighters Up,Lil' Kim,alternative,0.624,0.764,0.00494,0.0,0.719,91.73,0
3trM3reRxzmof5cEwnzBH5,Crucifícame,Anabantha,goth,0.542,0.818,0.0594,0.0779,0.34,124.94,25
3wri5yUnp1PiXn7Cecom8C,Dusty Cabinets,Theo Parrish,detroit-techno,0.562,0.463,0.00103,0.952,0.219,116.765,6
34fAFal5MCnRHnEZoV9OJa,Press It Up,Chronic Law,dancehall,0.685,0.695,0.152,0.0,0.791,105.561,27
1qybLossSiYbT9eNh9QHzu,TO THE MOON (Drill Remix),creamy;untrusted;11:11 Music Group,sad,0.671,0.454,0.332,0.00486,0.57,143.645,39
2eLA6GJ3yhP49zZEXbBXdw,Brand New Love [WANDS 第 5 期 ver.],WANDS,anime,0.61,0.854,0.0106,0.0,0.578,112.012,32
2hQykQxAGtmbMBvAN7T4Z0,Folha De Bananeira,Armandinho,brazil,0.834,0.562,0.0982,0.0,0.953,129.086,44
0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,hard-rock,0.267,0.953,0.00211,0.0,0.568,84.989,74
43brQXHf3umpF5I7FZRuig,About Damn Time,Lizzo,hip-hop,0.836,0.743,0.0995,0.0,0.722,108.966,0
7aJullbEquStpAgjgjw3IF,"Stand Up, Sit Down",Patty Shukla,kids,0.607,0.657,0.0723,0.083,0.964,106.001,44
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,indie-pop,0.399,0.491,0.0563,0.00089,0.151,91.066,77
6F8GSWUO4zMJYwZFxqg25m,"Frecuencia Álmica, Pt. 10",Lucas Cervetti,world-music,0.445,0.168,0.962,0.679,0.0951,132.089,23
3yWa4RnK34hCiK6RkHe6Q1,Corazoncito tirano,Cuco Sánchez,guitar,0.468,0.222,0.888,0.0,0.673,82.328,26
1rg9XExYRDpEPn2cDqwz6A,Pelangi Baruku,Dhyo Haw,reggae,0.529,0.64,0.398,0.103,0.521,137.031,46
5imMVggvBrWxJ4hnLexkhd,Qué Mal Amada Estás,Gualberto Castro,rock-n-roll,0.36,0.494,0.669,0.0,0.516,168.455,30
4p7na6NSU0F7lMOhx9kg9k,Material Girl,Kris Bowers,jazz,0.588,0.155,0.633,0.694,0.404,136.482,59
7JBQPFOBszYYGk4lUIfmfA,На луне,PHARAOH,emo,0.733,0.427,0.0812,9.46e-05,0.451,149.974,53
1cdbkpZ3q1KYZDNSrOpdkb,Ice Cream (with Selena Gomez),BLACKPINK;Selena Gomez,k-pop,0.791,0.733,0.0305,0.000169,0.913,159.974,70
3EzZBU7SHFfQZ8DGKX5PUO,There Will Be Blood,Kim Petras,dance,0.563,0.879,0.00125,1.76e-05,0.602,107.013,4
73EFmhx2tU7sN9YvnegEj0,Don't Look Down,Trampled by Turtles,bluegrass,0.514,0.749,0.501,0.947,0.756,132.218,22
6F9ut42DdA4jl6wQm0q47H,Target,Tommy Lee Sparta,j-dance,0.739,0.878,0.29,0.0,0.665,112.041,18
2iv6WW9vINyoRV8UTemp0n,Good Time,Owl City;Carly Rae Jepsen,indie-pop,0.569,0.899,0.0304,3.86e-06,0.625,126.054,0
52y30MrhmdXnF0VaxJPLNz,This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs;Cookin' On 3 Burners,house,0.792,0.703,0.0874,0.000129,0.472,121.975,0
3wf8esPMWHNYuWoiCPgKHt,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,country,0.469,0.183,0.829,0.0,0.381,139.592,0
2mHD1X70ZkFXzVcyUbC4up,Bellatrix,Steve Dekay,trance,0.501,0.936,0.00102,0.875,0.247,138.016,44
50GVOG4eAa2MUP5YWgBZv3,Ut med allt,Björn Holmgren,swedish,0.606,0.591,0.106,0.0,0.427,128.097,0
4RBuB7D4zW3dy6ZvuQgN7c,Skagerrak,Jacob David;Arvid Holst,piano,0.301,0.0248,0.979,0.907,0.0831,96.67,62
6qM2C6CqPN4dtxSQVQy0gc,Cathy,Surf Curse,punk,0.543,0.694,0.00107,0.0982,0.632,130.262,46
2iH1dTkVI0pdFMSfLd4MaW,Vapo Vapo (Remix),MC Ingryd;Mandragora,funk,0.789,0.886,0.00117,0.000805,0.0393,149.966,60
5qA35ZZWFOqynheP5x8rty,Around - Solomun Vox,Noir;Hayze;Solomun,techno,0.867,0.345,0.0212,0.666,0.259,115.0,58
01R8E80wecrjrq6iwrdZx3,Coração De Rua - Ao Vivo,Henrique & Juliano,sertanejo,0.56,0.799,0.362,0.0,0.661,174.005,60
51FpWWh2vjCpZ1vRa18Dk6,Aponte,Maria Bethânia,samba,0.496,0.369,0.232,0.000159,0.213,125.662,37
44hEYBddwf9u0t14i9BHia,Seu Perfil - Ao Vivo,Henrique & Juliano,sertanejo,0.648,0.755,0.564,0.0,0.778,105.658,54
2b9sTGqIWVTFVu7AUMQn7h,Kool Kids,Kids Rap Radio,kids,0.814,0.75,0.104,0.0,0.48,146.058,9
7cn8UphRWOPeGn4hxMvY0X,Invisible Love,Los Amigos Invisibles,afrobeat,0.731,0.747,0.0136,0.0301,0.962,125.98,29
7cWv5h1KQjBnhhZ3Voljx8,¿Dónde Están Corazón?,Coti;Enrique Iglesias,spanish,0.659,0.506,0.602,1.57e-05,0.721,83.97,27
1OLv5MkZEkrQqEmNJOxgGY,You Can't Stop It,Skindred,industrial,0.556,0.956,0.000827,0.000136,0.464,94.029,23
4ckh5VN2HYQ8TzS51Nh7ol,俏郎君,Hins Cheung,cantopop,0.611,0.411,0.633,0.0,0.391,123.728,57
0cJTjTH3XVTTJh8F4Uq1db,Waqt Ki Baatein,Dream Note,indian,0.556,0.202,0.915,0.0381,0.2,145.017,70
5Kelvlf6aU6is8muBjaZ4S,Better Days,Hedley,punk-rock,0.355,0.728,0.368,0.0,0.646,93.203,52
1MF0kjpj7JXaZUKlK5Nw9y,Decaying,Capitalist Casualties,grindcore,0.294,0.847,4.9e-06,0.901,0.921,99.527,20
2kx5sQgmjYug0GiDh1a4sU,"Living Life, In The Night",Cheriimoya;Sierra Kidd,sad,0.624,0.499,0.82,0.0,0.298,143.249,83
4wxm46qMm1P7JH1ivm1BQ2,Ambiramus,Eluveitie,death-metal,0.434,0.908,0.00791,0.0,0.461,126.331,52
4JLQxXAf8gyZoOpVbcLs0H,Take It Easy - Eli Escobar Remix,Gershon Jackson;Eli Escobar,chicago-house,0.785,0.906,1.78e-05,0.733,0.515,123.974,5
451zZpz3lMOSIzaqcqjTj8,Algo Tonto (Something Stupid),Cesar Costa;Eli Guerra,rock-n-roll,0.63,0.492,0.452,0.0,0.496,106.973,34
0kYMwaQWABTkFff8AZjmYI,Hayloft II,Mother Mother,indie,0.326,0.866,0.0044,7.37e-06,0.172,178.181,78
0pKxnYBfKR4v3sH6tEusNn,Heute Nacht für immer - Partymix,Maite Kelly,german,0.729,0.978,0.0677,0.0,0.952,125.986,0
5Z34NH1AsA3xPL5OsDTfOa,Part of the Process,Morcheeba,trip-hop,0.616,0.525,0.173,0.0125,0.402,155.954,51
71ntIc5obhKGFeLWTrdQ1L,Autonomous,ALEX,club,0.645,0.993,0.0338,0.874,0.599,109.983,17
2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,house,0.791,0.59,0.0994,0.00203,0.714,119.951,78
17neROWsvsALyjxRZyC7CK,Sleepwalker,Smartface,study,0.727,0.365,0.72,0.901,0.54,173.917,2
5bulpXWEmHEvIkWjSP1WwJ,"Strange Things - From ""Toy Story"" / Japanese Version",Diamond Yukai,disney,0.526,0.509,0.102,9.07e-05,0.673,135.505,31
627Fx7V0wH8jbmzBAWvdP1,Brawling,Nervz,j-dance,0.643,0.485,0.0609,0.0,0.115,98.96,22
3VUJKtY0YKkeUGHBHzuxTW,Down To The River To Pray,Celtic Thunder,opera,0.635,0.371,0.802,0.0,0.52,136.021,24
4L3gudFA7H9VA89ryy6UKd,Good Good,BadKidMacei,kids,0.744,0.719,0.284,0.0,0.592,89.967,20
1ChulFMnwxoD74Me8eX2TU,You Spin Me Round (Like a Record),Dead Or Alive,synth-pop,0.554,0.963,0.000244,0.0702,0.918,128.175,76
4GanJ5X4LQSXbTAQpbNIvQ,Rör mig sådär - Radio Edit,Odd Vibez,dancehall,0.602,0.589,0.18,0.0,0.722,168.02,26
3wLtdAGqJ34asPPgOAvc7e,Aquí Estoy,Los Rude Boys,ska,0.641,0.801,0.000396,8.51e-05,0.875,82.492,35
4RoblsWbf7A2wj2x91N9lb,Shenpa Indicator Light!!!,Fire-Toolz,club,0.357,0.882,0.00267,0.626,0.291,114.43,15
6ULjJomtdRstnT9BPMAf9d,Swad Kutde,The Landers,hip-hop,0.853,0.511,0.188,0.0,0.795,90.171,58
2VAGD3r6wODe61kJq0ZY3C,Naive,The Kooks,indie,0.564,0.818,0.0767,0.0,0.712,103.342,1
2LIWXaIe3eZnsNKIdORPaS,Khom loy,Lars Winnerbäck,swedish,0.514,0.57,0.283,0.0032,0.469,104.041,39
4C95pR86Pp1CiRDJQnGFWk,Mo Funk (Indo-Western Fusion),Advaita,folk,0.468,0.756,0.223,0.296,0.927,113.375,34
0wa7EK7anD0IM9qeYISUnN,OI F#KN OI,Code Black;Toneshifterz,hardstyle,0.562,0.969,0.0549,3.37e-05,0.345,75.007,20
5Z9gjSD3mglkexfM8QbGHo,Throwin' Elbows,Excision;Space Laces,dubstep,0.574,0.94,0.00317,0.0431,0.362,149.988,51
0IXX9iie1HesOlW0OmG5sq,Nosso Grito / Quando a Gira Girou / Tá Escrito,Renato da Rocinha,samba,0.51,0.656,0.614,0.0,0.913,114.012,38
3VX2JAoUxJtPIO4ve1YWIW,Pony Girl,Michael Cerveris,show-tunes,0.514,0.00896,0.703,0.00187,0.221,121.008,20
0mpkpO26XkXjT5t3vyl8PA,5th Avenue,Trinix,french,0.791,0.387,0.482,0.000109,0.528,117.05,61
1LfenlmTcE1isHsa0dVFek,Shake My Sillies Out,Play School,children,0.816,0.414,0.704,0.0,0.946,132.47,39
381UrJYySidrMAIgZB9I8S,Pedestrian,Grinspoon,psych-rock,0.423,0.964,0.000155,0.0,0.819,175.345,27
5119q7EHJi4C9fxZLkr4i2,"Albinoni: Concerto a cinque in G Minor, Op. 10 No. 2: II. Andante",Tomaso Albinoni;Claudio Scimone;I Solisti Veneti,opera,0.222,0.229,0.966,0.844,0.276,105.289,20
7034weTiBHETcBGfx30owY,Joel,Apparat,ambient,0.325,0.469,0.243,0.736,0.275,72.69,37
49PyCCLOdJi0jHkGyyY2vv,Sonate Pacifique,L'Impératrice;Isaac Delusion,french,0.558,0.538,0.629,0.0198,0.254,99.992,61
7xj2n1FdeULoyFrOWDPLDA,2STYLISH,Jack Harlow,hip-hop,0.941,0.618,0.0112,0.0,0.489,99.98,0
5tddNi5J7fZzpyfeW3mGJj,Zakázat,Schyzo,emo,0.83,0.397,0.481,1.16e-05,0.35,85.979,44
5h7t3xeHdfDthaqIF0fn3q,ミスター・ギブソン (セルフカバー) - Remastered 2022,Eikichi Yazawa,rockabilly,0.585,0.825,0.00398,1.5e-05,0.773,115.266,22
246ton97bgCFoFWGbQnsTg,Heer Ranjha (Lost Stories & somanshu Remix),Bhuvan Bam;Lost Stories;somanshu,indie,0.631,0.674,0.173,9.26e-06,0.276,104.901,43
0v9mFL6DK8xiyJWNPYjXca,Abra os Meus Olhos,Jozyanne,brazil,0.479,0.693,0.242,0.0,0.352,139.93,44
2Fpbt4UYV8mYYNOlq5Imor,Raprockandrollpsicodeliahardcoragga,Planet Hemp,hard-rock,0.639,0.886,0.0413,0.0,0.837,99.512,40
1nfYgAwhHh37Kl6Z0YQf7Q,carpool,Zachary Knowles,chill,0.565,0.612,0.457,4.89e-05,0.522,171.876,56
7KbF6AdprOXEEHlsq11Z6d,11 PM,Maluma,latino,0.777,0.712,0.217,0.0,0.68,95.692,75
4MEe0BmJyrA5cHW6ILOQJl,Anachronism,Crywolf,dubstep,0.459,0.543,0.132,0.0265,0.0718,110.002,39
0yrlRdgnfEFvk5zlZ9yCKy,Turn It Up,Armin van Buuren,progressive-house,0.582,0.953,0.00136,0.00197,0.12,138.025,52
0hO4hmbQhMBv3sbmpGu3Kb,This Is What I Meant,Anenon,idm,0.489,0.552,0.102,0.881,0.247,115.98,8
0UsdtLayy7SqJ4rUsDMRk8,"Perhaps, Perhaps, Perhaps",Doris Day,j-pop,0.616,0.271,0.759,8.47e-06,0.649,104.519,59
43Aw7i0PCijYdMeVCs3i5v,home styling,slån,study,0.792,0.164,0.826,0.893,0.354,90.125,26
3sBpwAkBOUKyATRbzrjujG,チャイナタウン - Remastered 2022,Eikichi Yazawa,rockabilly,0.648,0.619,0.226,3.92e-05,0.754,125.599,24
14ypQg7lie3otWSkfhS38x,Sounds Like a Movie,Trampled by Turtles,bluegrass,0.503,0.851,0.593,0.969,0.788,95.664,24
6SUHMSU9EBORT2fskEirQE,One Woman Army,Porcelain Black,industrial,0.592,0.842,0.0661,0.0,0.708,121.077,54
07OupZibyc5OR3xSw6TcGZ,Been Lead,Despise You,grindcore,0.27,0.955,9.63e-05,0.522,0.257,136.701,16
0cb0jSGfnO7SB5xDTgIGqS,Happy New Year,Benny Andersson,swedish,0.383,0.0654,0.992,0.954,0.173,129.009,0
6WTMUBQXNEU2usO5aekg64,chandelier,creamy;untrusted;11:11 Music Group,chill,0.407,0.736,0.0324,5.56e-05,0.348,130.443,23
3xF6OYQ4Da4JhPGsmubG9M,Mille Lune Mille Onde - Live,Andrea Bocelli,opera,0.51,0.602,0.556,2.73e-05,0.334,109.933,20
2EvrZ38B9uMg75OvyA58bu,Lo Prohibido,Mariah Angeliq;Casper Magico,latino,0.83,0.679,0.137,7.78e-05,0.213,95.003,0
6350t5ExUoKr7hxFQygFtG,Party Girl,Busy Signal,dancehall,0.832,0.717,0.0214,0.0,0.732,102.032,45
4dCa3tf7dhIuFw8JokedvG,My Darling,Junerule;AUGUSTKID,deep-house,0.596,0.501,0.284,0.00128,0.202,124.004,55
4hBW3h6FnQNh7NRmyxLLG7,Valerie - Glee Cast Version,Glee Cast,club,0.651,0.889,0.00308,0.0,0.813,107.009,59
6m6kcrobidpOuWj2AazFKr,Sin Buscarte,Antonio José,spanish,0.434,0.792,0.24,0.0,0.356,92.158,55
2uKgvkGPMdum5EIxEVmNAd,Global Player,Paul Kalkbrenner;Florian Appl,minimal-techno,0.739,0.397,0.125,0.871,0.57,128.011,19
7AbWuxhd0aQrrdqNSKuoST,Sonho de Amor,Nosso Sentimento,pagode,0.568,0.651,0.767,0.0,0.652,146.021,42
4Do8zB8wXpDEn0lBKg3Rf0,Big Toe,The Growlers,garage,0.51,0.766,0.00943,3.1e-05,0.729,132.162,55
7b94Oh1p69ue3mCdXsngrh,El Gran Tomás (Norman),Mayte Gaos,rock-n-roll,0.716,0.195,0.781,2.45e-05,0.943,132.025,31
2h8WDN4coD8MliR1ffGwn3,Dwaadashiyil Mani Deepika,Vidyasagar;K. J. Yesudas;Sujatha,k-pop,0.535,0.538,0.237,4.08e-06,0.69,91.641,43
1ZAP6PRNrAUcnbFCfuW2mb,I'll Be Gone,Oblivians,garage,0.386,0.995,0.0717,0.118,0.294,154.49,25
3VyXwM2xemrXttbWUb004d,I'm Alive,Kerry Butler;Curtis Holbrook;Anika Larsen;Kenita Miller;Mary Testa;Jackie Hoffman;André Ward,show-tunes,0.645,0.634,0.549,1.19e-05,0.503,127.971,22
564R2CUjKmBW3hNTghZeKk,Cacique Yatel,Aonikenk,heavy-metal,0.277,0.97,0.000194,5.24e-06,0.119,116.211,31
7cYIJYDp9ZhkELwN6LjEqg,Notion,The Rare Occasions,indie,0.309,0.883,0.0673,0.00111,0.312,159.488,0
0HuaNaoQcCTb72OZOaPLZp,Nacido y Criado en el Sur,Ricardo Iorio;Cianciarulo,heavy-metal,0.326,0.755,0.00255,0.00132,0.292,88.357,24
0h20ZtzbQa7H9YzfYvV8pd,Tides,Armored Dawn,metal,0.444,0.97,1.2e-05,0.211,0.235,170.014,53
1XYCWk1IBt0qA8BaQPV0VM,Cheatcode,Black Tiger Sex Machine;Hairitage;Hyro The Hero,dub,0.467,0.934,0.00561,0.00186,0.135,149.967,49
3KkUHYxuE6opdXCxoKh8wH,Bora,Washington Brasileiro,forro,0.801,0.955,0.213,0.0,0.876,110.899,41
4AQujgKKlS7R02rw3R3JYy,Chýbanie,Desmod,punk,0.562,0.514,0.0652,1.42e-05,0.215,76.114,38
2dyFuiklAzsV8Jh1ANLKrU,前塵,Sandy Lam;Wong Kei Wah,cantopop,0.663,0.549,0.657,0.0,0.504,95.832,20
3IbcZ1k9A4hNYTek5W8orw,Jul i svingen,Sissel;Odd Nordstoga,opera,0.352,0.477,0.134,0.00267,0.416,149.021,22
4F3ONavebCIP3JNNyuHgys,Nowhere,Murderdolls,industrial,0.408,0.964,1.01e-05,0.0225,0.685,174.0,22
346kyc0OF7x64WuFVgfpcH,Secrets from the Sky,Gomer Edwin Evans,new-age,0.478,0.0767,0.963,0.942,0.287,123.856,24
48GvG6jHr8A9LqOHWh5zVH,Nosso Amor É Maior,Moleca 100 Vergonha,forro,0.549,0.768,0.368,0.0,0.82,164.043,38
3VPBqHUd17ZvEgabW9ZOUU,Ghost Assassin - Original Mix,Maduk;Veela,drum-and-bass,0.483,0.923,0.00809,4.06e-05,0.0798,176.001,50
2SFhJe79faMbb5fgEFJGg0,Still Kids,Virtual Riot;YOSIE,dub,0.655,0.663,0.219,0.00351,0.359,139.958,41
1PcANFoqnDsexSHXpWrn8Q,Adderall,Slipknot,metal,0.2,0.639,0.00623,0.0459,0.17,166.013,69
1QV4Q9NNlC09PaZrtzpSlr,Christmas Don't Be Late,Norah Jones,j-pop,0.497,0.374,0.751,5.82e-05,0.235,66.785,0
1SacjiJXVYiv3ydALqEchb,On Repeat,Robin Schulz;David Guetta,dance,0.609,0.801,0.0246,0.00255,0.202,122.958,0
0UK0hZ7lhXDkZdgwS9KUIj,Hold Each Other,Rnla;Carl Storm,chill,0.488,0.303,0.929,3.44e-06,0.152,114.962,45
7gnV3QVygSt4zyA3CB9J5E,"The Man, Pt. 2",Peace Orchestra,trip-hop,0.351,0.467,0.721,0.223,0.0279,111.752,17
4bkG4W5n6IGkjjjd564hkm,Para Nada,Rebel Cats;Comisario Pantera,rockabilly,0.586,0.85,0.0448,0.0,0.761,109.875,24
7mMshfkGDVQTjn03tvSlwI,Hacking to the Gate - symphonic ver.,いとうかなこ,anime,0.416,0.614,0.727,0.156,0.301,80.371,47
5moXzHXEK8vDdbScsIpHy8,Percolator (Will Clarke Remix) - Original Mix,Cajmere;Will Clarke,chicago-house,0.781,0.885,0.157,0.212,0.375,125.98,7
4POJVqlwX0Je0wb7xTN0Ne,Vivencias,Grupo Niche,salsa,0.763,0.763,0.504,0.0,0.562,93.417,28
3QuH98etXysoPyuRqrAUms,Mother in Law,Vybz Kartel,dancehall,0.615,0.829,0.0293,0.0,0.575,121.214,25
4Kw21nj46vjq6tWWmDMz4d,Akatsuki,Beau.,anime,0.823,0.663,0.557,0.0,0.49,120.215,43
3t3hJI8Nn86EndNRtTjxhS,So Eager,Taproot,industrial,0.416,0.971,0.000153,0.009,0.204,87.425,22
